"Recipe ID","Recipe Name","Field Type","Step Number","Danish (DA)","German (DE)","French (FR)","English UK (EN)","English US (EN_US)"
"fde32e62-f905-4bb4-9b5a-876a02e36de9","Diet Cola Slush","Step","6","•	Denne version kan fryse korrekt og beskytter snegle og frysetromle.
•	Glycerin og sukkerfri sirup fungerer som frysepunktssænkere og binder væsken.
•	Resultatet er en stabil, cremet og fuldt frysebar sukkerfri slush uden risiko for, at maskinen “sætter sig fast.”","•	Deinne version kan fryse korrekt und beskytter snegle und frysetromle.
•	Glycerin und sukkerfri sirup fungerer als frysepunktssænkere und binder væskein.
•	Resultatet er ein stabil, cremig und fuldt frysebar sukkerfri slush udein risiko für, at maskinein “sætter sig fast.”","•	Dunne version kan fryse korrekt et beskytter snegle et frysetromle.
•	Glycerin et sukkerfri sirup fungerer comme frysepunktssænkere et binder væskun.
•	Resultatet er un stabil, crémeux et fuldt frysebar sukkerfri slush udun risiko pour, at maskinun “sætter sig fast.”","•	Dane version kan fryse korrekt and beskytter snegle and frysetromle.
•	Glycerin and sukkerfri sirup fungerer as frysepunktssænkere and binder væska.
•	Resultatet er a stabil, creamy and fuldt frysebar sukkerfri slush uda risiko for, at maskina “sætter sig fast.”","•	Dane version kan fryse korrekt and beskytter snegle and frysetromle.
•	Glycerin and sukkerfri sirup fungerer as frysepunktssænkere and binder væska.
•	Resultatet er a stabil, creamy and fuldt frysebar sukkerfri slush uda risiko for, at maskina “sætter sig fast.”"
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Description","","En forfriskende bærslush uden tilsat sukker – naturlig sødme fra frugten kombineret med lette noter af Erythritol. En frisk og livlig smag, perfekt til dem, der ønsker en kølig oplevelse uden kompromis på smag.","Ein fürfriskeinde bærslush udein bissat sukker – naturlig sødme fra frugtein kombineret mit lette noter af Erythritol. Ein frisk und livlig smag, perfekt bis dem, der ønsker ein kølig oplevelse udein kompromis auf smag.","Un pourfriskunde bærslush udun jusqu'àsat sukker – naturlig sødme fra frugtun kombineret avec lette noter af Erythritol. Un frisk et livlig smag, parfait jusqu'à dem, der ønsker un kølig oplevelse udun kompromis sur smag.","A forfriskade bærslush uda untilsat sukker – naturlig sødme fra frugta kombineret with lette noter af Erythritol. A frisk and livlig smag, perfect until dem, der ønsker a kølig oplevelse uda kompromis on smag.","A forfriskade bærslush uda untilsat sukker – naturlig sødme fra frugta kombineret with lette noter af Erythritol. A frisk and livlig smag, perfect until dem, der ønsker a kølig oplevelse uda kompromis on smag."
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Step","1","Hæld vand og bær i en kande, og blend til massen er jævn.","Gießein Sie vand und bær in einein Krug, und bleind bis die Masse er glatt.","Versez vand et bær dans un pichet, et blund jusqu'à la masse er lisse.","Pour vand and bær in a pitcher, and blad until the mass er smooth.","Pour vand and bær in a pitcher, and blad until the mass er smooth."
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Step","2","Tilsæt Erythritol (og evt. glycerin) for at opnå ønsket sødme og frysebalance.","Fügein Sie hinzu Erythritol (und ggf. glycerin) für at opnå ønsket sødme und frysebalance.","Ajoutez Erythritol (et évuntuellemunt glycerin) pour at opnå ønsket sødme et frysebalance.","Add Erythritol (and optionally glycerin) for at opnå ønsket sødme and frysebalance.","Add Erythritol (and optionally glycerin) for at opnå ønsket sødme and frysebalance."
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Step","3","Kør blandingen i slushmaskinen ved ca. –3 °C, til den får en jævn konsistens.","Lassein Sie laufein die Mischung in die Slushmaschine ved ca. –3 °C, bis dein får ein glatt konsisteins.","Faites tourner le mélange dans la machine à slush ved ca. –3 °C, jusqu'à dun får un lisse konsistuns.","Run the mixture in the slush machine ved ca. –3 °C, until da får a smooth konsistas.","Run the mixture in the slush machine ved ca. –3 °C, until da får a smooth konsistas."
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Step","4","Server straks – nyd naturlig sødme og friskhed.","Servierein Sie sofürt – nyd naturlig sødme und friskhed.","Servez immédiatemunt – nyd naturlig sødme et friskhed.","Serve imwithiately – nyd naturlig sødme and friskhed.","Serve imwithiately – nyd naturlig sødme and friskhed."
"76d4c08d-872e-4583-a65d-3a50d0aecad3","Sugar-Free Berry Blast","Step","5","Teknisk note:
	•	Glycerin og Erythritol fungerer som frysepunktssænkere og sikrer, at blandingen fryser korrekt uden at “sætte sig fast” i maskinen.
	•	Erythritol har en lav molekylevægt og reducerer iskrystalstørrelse, hvilket giver en mere stabil, cremet tekstur.
	•	Glycerin er især nyttig i sukkerfri opskrifter for at efterligne sukkers bindende effekt og bevare en glat mundfornemmelse.","Teknisk note:
	•	Glycerin und Erythritol fungerer als frysepunktssænkere und sikrer, at die Mischung fryser korrekt udein at “sætte sig fast” in die Maschine.
	•	Erythritol har ein lav molekylevægt und reducerer iskrystalstørrelse, hvilket giver ein mere stabil, cremig tekstur.
	•	Glycerin er især nyttig i sukkerfri Rezepter für at efterligne sukkers bindeinde effekt und bevare ein glat mundfürnemmelse.","Teknisk note:
	•	Glycerin et Erythritol fungerer comme frysepunktssænkere et sikrer, at le mélange fryser korrekt udun at “sætte sig fast” dans la machine.
	•	Erythritol har un lav molekylevægt et reducerer iskrystalstørrelse, hvilket giver un mere stabil, crémeux tekstur.
	•	Glycerin er især nyttig i sukkerfri recetteer pour at efterligne sukkers bindunde effekt et bevare un glat mundpournemmelse.","Teknisk note:
	•	Glycerin and Erythritol fungerer as frysepunktssænkere and sikrer, at the mixture fryser korrekt uda at “sætte sig fast” in the machine.
	•	Erythritol har a lav molekylevægt and reducerer iskrystalstørrelse, hvilket giver a mere stabil, creamy tekstur.
	•	Glycerin er især nyttig i sukkerfri recipeer for at efterligne sukkers bindade effekt and bevare a glat mundfornemmelse.","Teknisk note:
	•	Glycerin and Erythritol fungerer as frysepunktssænkere and sikrer, at the mixture fryser korrekt uda at “sætte sig fast” in the machine.
	•	Erythritol har a lav molekylevægt and reducerer iskrystalstørrelse, hvilket giver a mere stabil, creamy tekstur.
	•	Glycerin er især nyttig i sukkerfri recipeer for at efterligne sukkers bindade effekt and bevare a glat mundfornemmelse."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Description","","Frisk, grøn smoothie uden tilsat sukker – fyldt med vitaminer, fibre og naturlig energi. En sund, cremet og afbalanceret smoothie, hvor spinat og agurk giver friskhed, mens avocado og kokosvand tilfører rund smag og blød konsistens.","Frisk, grøn smoothie udein bissat sukker – fyldt mit vitaminer, fibre und naturlig einergi. Ein sund, cremig und afbalanceret smoothie, hvor spinat und agurk giver friskhed, meins avocado und kokosvand bisfører rund smag und blød konsisteins.","Frisk, grøn smoothie udun jusqu'àsat sukker – fyldt avec vitaminer, fibre et naturlig unergi. Un sund, crémeux et afbalanceret smoothie, hvor spinat et agurk giver friskhed, muns avocado et kokosvand jusqu'àfører rund smag et blød konsistuns.","Frisk, grøn smoothie uda untilsat sukker – fyldt with vitaminer, fibre and naturlig aergi. A sund, creamy and afbalanceret smoothie, hvor spinat and agurk giver friskhed, mas avocado and kokosvand untilfører rund smag and blød konsistas.","Frisk, grøn smoothie uda untilsat sukker – fyldt with vitaminer, fibre and naturlig aergi. A sund, creamy and afbalanceret smoothie, hvor spinat and agurk giver friskhed, mas avocado and kokosvand untilfører rund smag and blød konsistas."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Step","1","Blend spinat, agurk og avocado med kokosvand.","Mixein Sie spinat, agurk und avocado mit kokosvand.","Mixez spinat, agurk et avocado avec kokosvand.","Blad spinat, agurk and avocado with kokosvand.","Blad spinat, agurk and avocado with kokosvand."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Step","2","Tilsæt lime juice for friskhed.","Fügein Sie hinzu lime juice für friskhed.","Ajoutez lime juice pour friskhed.","Add lime juice for friskhed.","Add lime juice for friskhed."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Step","3","Kom is i og blend til en jævn, cremet konsistens.","Gebein Sie is i und bleind bis ein glatt, cremig konsisteins.","Mettez is i et blund jusqu'à un lisse, crémeux konsistuns.","Put is i and blad until a smooth, creamy konsistas.","Put is i and blad until a smooth, creamy konsistas."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Step","4","Server straks – super sund og naturligt forfriskende.","Servierein Sie sofürt – super sund und naturligt fürfriskeinde.","Servez immédiatemunt – super sund et naturligt pourfriskunde.","Serve imwithiately – super sund and naturligt forfriskade.","Serve imwithiately – super sund and naturligt forfriskade."
"7f5da44f-5f12-4f4e-a424-02e0469431ee","Zero Sugar Green Smoothie","Step","5","Denne smoothie indeholder kun naturlige sukkerarter fra grøntsager og kokosvand.
Perfekt som detox-drik eller mættende morgenstart.","Deinne smoothie indeholder kun naturlige sukkerarter fra grøntsager und kokosvand.
Perfekt als detox-drik oder mætteinde morgeinstart.","Dunne smoothie indeholder kun naturlige sukkerarter fra grøntsager et kokosvand.
Perfekt comme detox-drik ou mættunde morgunstart.","Dane smoothie indeholder kun naturlige sukkerarter fra grøntsager and kokosvand.
Perfekt as detox-drik or mættade morgastart.","Dane smoothie indeholder kun naturlige sukkerarter fra grøntsager and kokosvand.
Perfekt as detox-drik or mættade morgastart."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Description","","En elegant og forfriskende fersken-te-slush uden sukker. Den let bitre te, afrundet med citron og et strejf Stevia, giver en voksen og sofistikeret smag med naturlig friskhed og behagelig sødme – perfekt som et køligt, let alternativ på varme dage.","Ein elegant und fürfriskeinde ferskein-te-slush udein sukker. Dein let bitre te, afrundet mit citron und et strejf Stevia, giver ein voksein und sofistikeret smag mit naturlig friskhed und behagelig sødme – perfekt als et køligt, let alternativ auf varme dage.","Un elegant et pourfriskunde ferskun-te-slush udun sukker. Dun let bitre te, afrundet avec citron et et strejf Stevia, giver un voksun et sofistikeret smag avec naturlig friskhed et behagelig sødme – parfait comme et køligt, let alternativ sur varme dage.","A elegant and forfriskade ferska-te-slush uda sukker. Da let bitre te, afrundet with citron and et strejf Stevia, giver a voksa and sofistikeret smag with naturlig friskhed and behagelig sødme – perfect as et køligt, let alternativ on varme dage.","A elegant and forfriskade ferska-te-slush uda sukker. Da let bitre te, afrundet with citron and et strejf Stevia, giver a voksa and sofistikeret smag with naturlig friskhed and behagelig sødme – perfect as et køligt, let alternativ on varme dage."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","1","Bryg en stærk fersken-te og lad den køle helt af.","Bryg ein stærk ferskein-te und lad dein køle helt af.","Bryg un stærk ferskun-te et lad dun køle helt af.","Bryg a stærk ferska-te and lad da køle helt af.","Bryg a stærk ferska-te and lad da køle helt af."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","2","Tilsæt Stevia og rør, indtil sødmen er opløst.","Fügein Sie hinzu Stevia und rør, indbis sødmein er opløst.","Ajoutez Stevia et rør, indjusqu'à sødmun er opløst.","Add Stevia and rør, induntil sødma er opløst.","Add Stevia and rør, induntil sødma er opløst."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","3","Kom citronjuice i for friskhed og let syre.","Gebein Sie citronjuice i für friskhed und let syre.","Mettez citronjuice i pour friskhed et let syre.","Put citronjuice i for friskhed and let syre.","Put citronjuice i for friskhed and let syre."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","4","Tilsæt evt. glycerin for bedre frysebalance og silkeblød konsistens.","Fügein Sie hinzu ggf. glycerin für bedre frysebalance und silkeblød konsisteins.","Ajoutez évuntuellemunt glycerin pour bedre frysebalance et silkeblød konsistuns.","Add optionally glycerin for bedre frysebalance and silkeblød konsistas.","Add optionally glycerin for bedre frysebalance and silkeblød konsistas."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","5","Hæld i slushmaskine og kør ved ca. –3 °C, indtil drikken får en blød, krystalliseret struktur.","Gießein Sie i slushmaskine und kør ved ca. –3 °C, indbis drikkein får ein blød, krystalliseret struktur.","Versez i slushmaskine et kør ved ca. –3 °C, indjusqu'à drikkun får un blød, krystalliseret struktur.","Pour i slushmaskine and kør ved ca. –3 °C, induntil drikka får a blød, krystalliseret struktur.","Pour i slushmaskine and kør ved ca. –3 °C, induntil drikka får a blød, krystalliseret struktur."
"38f353e4-4ba9-4394-9cc2-b019d8e945ba","Sugar-Free Peach Tea Slush","Step","6","Teknisk note:
	•	Uden sukker kræver teen en justering for at fryse jævnt. Glycerin eller en smule erythritol (20–30 g) kan bruges til at sænke frysepunktet.
	•	For mere rund smag kan 50 ml ferskenjuice uden sukker tilsættes, hvilket hæver Brix til ca. 3–4°Bx og forbedrer teksturen.
	•	Stevia søder effektivt, men påvirker ikke frysepunktet, så små tilsætninger af glycerin er anbefalet ved længere maskinkørsel.","Teknisk note:
	•	Udein sukker kræver teein ein justering für at fryse glattt. Glycerin oder ein smule erythritol (20–30 g) kan bruges bis at sænke frysepunktet.
	•	For mere rund smag kan 50 ml ferskeinjuice udein sukker bissættes, hvilket hæver Brix bis ca. 3–4°Bx und fürbedrer teksturein.
	•	Stevia søder effektivt, mein aufvirker ikke frysepunktet, så små bissætninger af glycerin er anbefalet ved længere maskinkørsel.","Teknisk note:
	•	Udun sukker kræver teun un justering pour at fryse lisset. Glycerin ou un smule erythritol (20–30 g) kan bruges jusqu'à at sænke frysepunktet.
	•	For mere rund smag kan 50 ml ferskunjuice udun sukker jusqu'àsættes, hvilket hæver Brix jusqu'à ca. 3–4°Bx et pourbedrer teksturun.
	•	Stevia søder effektivt, mun survirker ikke frysepunktet, så små jusqu'àsætninger af glycerin er anbefalet ved længere maskinkørsel.","Teknisk note:
	•	Uda sukker kræver tea a justering for at fryse smootht. Glycerin or a smule erythritol (20–30 g) kan bruges until at sænke frysepunktet.
	•	For mere rund smag kan 50 ml ferskajuice uda sukker untilsættes, hvilket hæver Brix until ca. 3–4°Bx and forbedrer tekstura.
	•	Stevia søder effektivt, ma onvirker ikke frysepunktet, så små untilsætninger af glycerin er anbefalet ved længere maskinkørsel.","Teknisk note:
	•	Uda sukker kræver tea a justering for at fryse smootht. Glycerin or a smule erythritol (20–30 g) kan bruges until at sænke frysepunktet.
	•	For mere rund smag kan 50 ml ferskajuice uda sukker untilsættes, hvilket hæver Brix until ca. 3–4°Bx and forbedrer tekstura.
	•	Stevia søder effektivt, ma onvirker ikke frysepunktet, så små untilsætninger af glycerin er anbefalet ved længere maskinkørsel."
